date,valid_pixels,baseline_median_c,mad_c,threshold_c,hotspot_pixels,hotspot_fraction,mean_anomaly_hot_pixels,has_night_pair,mean_night_cooling_c
2025-02-24,1397570,36.02928161621094,2.9875659942626953,5.585080337524415,139757,0.1,7.159810543060303,False,nan
2025-02-25,1397570,34.386741638183594,2.9065465927124023,6.482296371459961,139757,0.1,8.658439636230469,True,2.9976935386657715
2025-02-27,1397570,32.133094787597656,1.497772216796875,2.5699390411376957,139757,0.1,3.7886903285980225,True,5.260868549346924
2025-02-28,1397570,32.9254035949707,1.6380863189697266,3.28868522644043,139757,0.1,4.962499141693115,False,nan
2025-03-02,1397570,32.22810363769531,1.2209358215332031,1.8807830810546875,139758,0.10000071552766587,2.775238513946533,False,nan
2025-03-03,1397570,32.266849517822266,1.1988296508789062,1.9458431243896488,139757,0.1,2.87874436378479,False,nan
2025-03-04,1397570,34.509124755859375,2.949207305908203,12.645127868652345,139757,0.1,15.158546447753906,False,nan
2025-03-05,1397570,44.37312698364258,4.315837860107422,6.172760391235352,139757,0.1,7.601771354675293,True,15.689480781555176
2025-03-06,1397570,42.7003288269043,3.3941593170166016,5.6822967529296875,139758,0.10000071552766587,6.986865043640137,False,nan
2025-03-07,1397570,37.139617919921875,2.906414031982422,4.992745208740235,139757,0.1,6.183425426483154,True,11.983566284179688
2025-03-08,1397570,33.59717559814453,2.28096866607666,5.702234649658205,139757,0.1,7.519258499145508,True,7.227940559387207
2025-03-09,1397570,35.296592712402344,2.195077896118164,4.003349685668946,139757,0.1,5.098689079284668,True,11.366978645324707
2025-03-10,1397570,34.43708038330078,2.1765689849853516,3.8599166870117188,139758,0.10000071552766587,4.903811454772949,False,nan
2025-03-12,1397570,32.21607971191406,1.2898006439208984,2.080902481079102,139757,0.1,2.9046499729156494,True,0.8004540205001831
2025-03-13,1397570,39.303733825683594,3.7871246337890625,6.168756484985353,139757,0.1,7.995415210723877,True,12.05187702178955
2025-03-14,1397570,36.23992156982422,2.5966243743896484,4.285240554809571,139757,0.1,5.520055294036865,True,8.220614433288574
2025-03-15,1397570,34.770660400390625,2.5532569885253906,5.303340148925784,139757,0.1,6.975856304168701,True,8.119589805603027
2025-03-16,1397570,32.53089904785156,1.3033981323242188,2.599374008178712,139757,0.1,7.446412563323975,False,nan
2025-03-17,1397570,34.93064880371094,2.918527603149414,5.845273208618165,139757,0.1,7.186995029449463,False,nan
2025-03-18,1397570,32.18412399291992,1.2085914611816406,1.8635215759277344,139758,0.10000071552766587,2.4029974937438965,False,nan
2025-03-19,1397570,33.30194091796875,1.6279582977294922,4.875780105590822,139757,0.1,7.465510845184326,False,nan
2025-03-20,1397570,35.79486083984375,2.723787307739258,4.838268661499024,139757,0.1,6.436221122741699,True,6.7944159507751465
2025-03-21,1397570,32.28919219970703,1.237030029296875,1.9264648437500007,139757,0.1,3.118926763534546,False,nan
2025-03-22,1397570,33.943458557128906,2.2020606994628906,4.73274307250977,139757,0.1,6.550561904907227,False,nan
2025-03-24,1397570,36.11004638671875,2.5740795135498047,4.457535171508789,139757,0.1,5.93049430847168,True,7.4740729331970215
2025-03-25,1397570,49.09086227416992,4.445304870605469,6.067377090454103,139757,0.1,7.391135215759277,True,18.921764373779297
2025-03-26,1397570,48.243839263916016,4.911993026733398,6.4189498901367195,139757,0.1,7.9582014083862305,True,14.327309608459473
2025-03-27,1397570,34.37272262573242,2.6874351501464844,6.699036788940434,139757,0.1,8.266959190368652,False,nan
2025-03-29,1397570,41.25878143310547,3.5046138763427734,5.580609130859376,139757,0.1,7.296464443206787,True,15.677818298339844
2025-03-30,1397570,37.69632339477539,2.607084274291992,4.656109237670899,139757,0.1,5.842984676361084,True,7.430253982543945
2025-03-31,1397570,33.286231994628906,1.8588523864746094,11.678646850585938,139757,0.1,16.45603370666504,True,6.5590596199035645
2025-04-01,1397570,32.573394775390625,1.3022098541259766,2.672982788085939,139757,0.1,4.651637554168701,False,nan
2025-04-02,1397570,32.081451416015625,1.233489990234375,1.9829826354980469,139758,0.10000071552766587,2.565608263015747,False,nan
2025-04-03,1397570,32.21729278564453,1.2227401733398438,2.095165252685547,139758,0.10000071552766587,3.137518882751465,False,nan
2025-04-04,1397570,32.081787109375,1.1813125610351562,1.90616683959961,139757,0.1,2.7255563735961914,False,nan
2025-04-05,1397570,32.756919860839844,1.5120429992675781,3.160033035278323,139757,0.1,5.057703018188477,True,0.3495573401451111
2025-04-06,1397570,36.34648132324219,3.022245407104492,5.553502273559571,139757,0.1,7.604560852050781,False,nan
2025-04-07,1397570,33.03267288208008,1.6933879852294922,8.43001403808594,139757,0.1,12.730929374694824,False,nan
2025-04-08,1397570,38.411197662353516,3.4971580505371094,6.554723358154298,139757,0.1,9.33193302154541,True,11.108515739440918
2025-04-09,1397570,33.632503509521484,2.347640037536621,5.188849258422854,139757,0.1,6.919445991516113,True,1.8084101676940918
2025-04-10,1397570,32.75867462158203,1.4354915618896484,3.6892711639404308,139757,0.1,11.757753372192383,False,nan
2025-04-11,1397570,45.06134796142578,4.771755218505859,6.71462211608887,139757,0.1,8.437922477722168,False,nan
2025-04-12,1397570,34.58155059814453,3.733470916748047,16.314029693603523,139757,0.1,18.424020767211914,False,nan
2025-04-13,1397570,35.16889953613281,4.175670623779297,12.005596923828126,139757,0.1,14.506368637084961,True,5.524106025695801
2025-04-14,1397570,37.28675079345703,3.792020797729492,7.213757705688478,139757,0.1,9.935736656188965,False,nan
2025-04-15,1397570,44.81877136230469,4.4087982177734375,7.060894012451175,139757,0.1,8.889317512512207,True,14.185302734375
2025-04-16,1397570,39.09252166748047,3.59149169921875,6.789890289306641,139758,0.10000071552766587,9.39897346496582,False,nan
2025-04-17,1397570,37.199188232421875,5.034215927124023,11.856949615478516,139757,0.1,14.752091407775879,False,nan
2025-04-18,1397570,39.30439376831055,3.20404052734375,5.370582962036133,139757,0.1,7.523918151855469,False,nan
2025-04-20,1397570,37.31732940673828,2.9101905822753906,5.145000839233399,139757,0.1,7.027444839477539,True,6.878707408905029
2025-04-21,1397570,40.01063537597656,2.935121536254883,4.582936477661134,139757,0.1,5.966318130493164,False,nan
2025-04-22,1397570,34.87761688232422,3.600811004638672,17.58791389465332,139758,0.10000071552766587,20.35747718811035,False,nan
2025-04-23,1397570,40.52676010131836,3.087972640991211,4.956204223632813,139757,0.1,6.2603678703308105,False,nan
2025-04-24,1397570,32.46760559082031,1.371826171875,2.526153945922852,139757,0.1,8.166631698608398,False,nan
2025-04-25,1397570,39.4422607421875,2.853008270263672,4.626648330688477,139757,0.1,6.355544090270996,False,nan
2025-04-26,1397570,33.264678955078125,2.021177291870117,6.996430206298829,139757,0.1,9.167014122009277,False,nan
2025-04-27,1397570,32.11236572265625,1.1907386779785156,1.91416244506836,139757,0.1,2.4612014293670654,False,nan
2025-04-28,1397570,32.38047409057617,1.2607898712158203,2.713396453857424,139757,0.1,12.550479888916016,False,nan
2025-04-29,1397570,32.136817932128906,1.0741157531738281,1.826208877563479,139757,0.1,2.694725513458252,False,nan
2025-04-30,1397570,33.13312911987305,1.8305587768554688,9.73980827331543,139757,0.1,16.472795486450195,False,nan
2025-05-02,1397570,32.7997932434082,1.3302421569824219,3.4762729644775394,139757,0.1,10.101741790771484,False,nan
2025-05-03,1397570,39.83100128173828,3.4127635955810547,5.574417495727539,139757,0.1,8.0323486328125,True,7.350091934204102
2025-05-04,1397570,33.40516662597656,2.241455078125,14.804011917114261,139757,0.1,17.88425064086914,False,nan
2025-05-05,1397570,32.67816162109375,1.4038333892822266,8.630380249023439,139757,0.1,14.39185619354248,True,1.4310753345489502
2025-05-06,1397570,41.255393981933594,2.9908485412597656,4.770806884765626,139757,0.1,6.942525863647461,False,nan
2025-05-07,1397570,36.298187255859375,5.215185165405273,15.364960098266602,139759,0.10000143105533175,18.214313507080078,False,nan
2025-05-08,1397570,40.32673263549805,3.4000930786132812,5.551808547973634,139757,0.1,7.976943016052246,False,nan
2025-05-09,1397570,47.76216125488281,4.380867004394531,6.336305236816408,139757,0.1,8.027106285095215,False,nan
2025-05-10,1397570,36.77606964111328,4.273275375366211,7.9157150268554695,139757,0.1,10.595995903015137,True,5.173624038696289
2025-05-11,1397570,40.73628234863281,3.1349010467529297,5.0105415344238295,139757,0.1,6.867822647094727,True,8.077937126159668
2025-05-12,1397570,38.838714599609375,7.5015716552734375,17.876103591918948,139757,0.1,20.043373107910156,True,10.415756225585938
2025-05-13,1397570,40.9668083190918,3.4101619720458984,5.341244506835938,139757,0.1,7.024653434753418,True,7.377353668212891
2025-05-14,1397570,32.2381477355957,1.2207508087158203,2.0485363006591815,139757,0.1,7.891961574554443,False,nan
2025-05-15,1397570,34.32852554321289,2.9156665802001953,16.041775894165042,139757,0.1,18.632055282592773,False,nan
2025-05-16,1397570,32.59918212890625,1.3948516845703125,3.575232696533206,139757,0.1,5.749984264373779,False,nan
2025-05-21,1397570,33.291847229003906,1.9505138397216797,6.849849700927734,139758,0.10000071552766587,9.292215347290039,False,nan
2025-05-22,1397570,32.614986419677734,1.3594093322753906,5.377178573608399,139757,0.1,7.470251083374023,True,3.2359156608581543
2025-05-23,1397570,40.132667541503906,2.882699966430664,4.270351028442386,139757,0.1,5.584092617034912,False,nan
2025-05-28,1397570,32.14577102661133,1.0398139953613281,1.736053466796875,139759,0.10000143105533175,2.404217004776001,False,nan
2025-06-01,1397570,32.91130828857422,1.6559677124023438,10.485181808471692,139757,0.1,16.757009506225586,True,4.8239030838012695
2025-06-02,1397570,32.6380500793457,1.2616519927978516,2.7891777038574226,139757,0.1,5.760809421539307,False,nan
2025-06-03,1397570,32.55131530761719,1.2017478942871094,3.9672168731689457,139757,0.1,14.286286354064941,False,nan
2025-06-04,1397570,39.82541275024414,3.455862045288086,5.414234924316407,139757,0.1,6.666425704956055,True,6.716190814971924
2025-06-05,1397570,37.99030303955078,2.727924346923828,4.452995681762696,139757,0.1,6.22187614440918,False,nan
2025-06-06,1397570,32.170021057128906,0.9783802032470703,1.5585136413574219,139759,0.10000143105533175,2.92622447013855,False,nan
2025-06-07,1397570,39.226348876953125,2.7675533294677734,4.217814636230472,139757,0.1,5.654058456420898,False,nan
2025-06-08,1397570,34.51220703125,3.7370567321777344,20.024979019165038,139758,0.10000071552766587,21.8566951751709,False,nan
2025-06-09,1397570,34.508628845214844,3.5113601684570312,23.292337799072268,139757,0.1,25.636152267456055,False,nan
2025-06-10,1397570,32.15625762939453,0.9909934997558594,1.6846431732177738,139757,0.1,4.605097770690918,False,nan
2025-06-12,1397570,32.33582305908203,1.10626220703125,2.2207801818847663,139757,0.1,4.22475004196167,False,nan
2025-06-13,1397570,32.130859375,0.9883995056152344,1.6267631530761726,139757,0.1,2.751084327697754,False,nan
2025-06-14,1397570,32.20506286621094,0.9374923706054688,1.5955020904541026,139757,0.1,3.4755280017852783,False,nan
2025-06-15,1397570,32.29573059082031,1.0566024780273438,1.9258476257324233,139757,0.1,6.333564758300781,False,nan
2025-06-17,1397570,32.226959228515625,1.062448501586914,2.0330051422119144,139757,0.1,6.235696315765381,False,nan
2025-06-19,1397570,32.13123321533203,1.0244827270507812,1.6596794128417969,139758,0.10000071552766587,2.6488687992095947,False,nan
2025-06-20,1397570,33.38899230957031,2.0869293212890625,10.092807388305667,139757,0.1,14.27127456665039,True,2.752412796020508
2025-06-21,1397570,32.05889129638672,0.9777908325195312,1.5287517547607425,139757,0.1,2.0210723876953125,False,nan
2025-06-22,1397570,32.92839050292969,1.7432937622070312,10.69694290161133,139757,0.1,15.979405403137207,False,nan
2025-06-24,1397570,32.08007049560547,0.9949760437011719,1.6855129241943363,139757,0.1,2.3349411487579346,False,nan
2025-06-27,1397570,43.74189376831055,2.9268646240234375,4.690853118896484,139758,0.10000071552766587,7.03366231918335,False,nan
2025-06-28,1397570,32.08544921875,1.0433597564697266,1.6929779052734375,139759,0.10000143105533175,2.241201400756836,False,nan
2025-06-29,1397570,32.628562927246094,1.235799789428711,13.622040557861474,139757,0.1,26.735584259033203,False,nan
2025-06-30,1397570,32.122581481933594,0.9852485656738281,1.5581169128417969,139758,0.10000071552766587,3.592059373855591,False,nan
2025-07-01,1397570,32.46772384643555,0.9399013519287109,2.0214809417724613,139757,0.1,12.387869834899902,False,nan
2025-07-04,1397570,40.316123962402344,3.704315185546875,5.338281250000001,139757,0.1,6.980837821960449,False,nan
2025-07-06,1397570,41.623931884765625,9.014129638671875,17.720011138916018,139757,0.1,19.65398406982422,True,11.3006591796875
2025-07-07,1397570,32.44151306152344,0.9622688293457031,2.3253326416015625,139758,0.10000071552766587,4.633647441864014,False,nan
2025-07-08,1397570,32.23568344116211,0.9329204559326172,1.38884391784668,139757,0.1,2.0601701736450195,False,nan
2025-07-09,1397570,44.48783493041992,3.888753890991211,7.906278228759767,139757,0.1,10.805295944213867,True,13.1871976852417
2025-07-10,1397570,32.47248840332031,1.0138206481933594,2.1174751281738295,139757,0.1,9.509779930114746,True,0.6709809899330139
2025-07-11,1397570,34.182247161865234,3.0400352478027344,24.24395370483399,139757,0.1,27.227428436279297,True,7.306056976318359
2025-07-12,1397570,32.51445007324219,1.1507225036621094,2.2649463653564457,139757,0.1,8.24329948425293,False,nan
2025-07-16,1397570,32.30546569824219,1.0357398986816406,1.6788181304931644,139757,0.1,3.0441272258758545,False,nan
2025-07-17,1397570,32.47065353393555,1.0531787872314453,2.3747688293457045,139757,0.1,8.958772659301758,False,nan
2025-07-27,1397570,32.46775817871094,0.9319534301757812,2.023306274414068,139757,0.1,3.9223110675811768,False,nan
2025-07-28,1397570,33.28713607788086,2.1971492767333984,17.988246154785163,139757,0.1,21.105327606201172,False,nan
2025-07-29,1397570,40.96582794189453,4.152338027954102,6.458099746704102,139757,0.1,9.944658279418945,False,nan
2025-07-31,1397570,32.56846237182617,1.1325931549072266,4.299012756347661,139757,0.1,8.653141021728516,False,nan
2025-08-02,1397570,32.077674865722656,1.1358146667480469,1.7892864227294947,139757,0.1,2.312596082687378,False,nan
2025-08-04,1397570,32.23182678222656,1.2146835327148438,1.974781799316407,139757,0.1,4.656175136566162,False,nan
2025-08-05,1397570,34.33028030395508,3.328472137451172,18.462833404541016,139758,0.10000071552766587,21.260133743286133,False,nan
2025-08-06,1397570,32.965980529785156,1.4932365417480469,4.806988143920899,139757,0.1,7.736639499664307,False,nan
2025-08-07,1397570,33.67306900024414,3.0117530822753906,21.375048065185556,139757,0.1,26.735088348388672,False,nan
2025-08-14,1397570,32.668182373046875,1.3568687438964844,7.431705856323246,139757,0.1,12.889174461364746,False,nan
2025-08-15,1397570,32.650413513183594,1.3594493865966797,3.7068111419677745,139757,0.1,7.850759506225586,False,nan
2025-08-18,1397570,33.080169677734375,1.9551048278808594,18.212945556640626,139757,0.1,22.169559478759766,False,nan
2025-08-19,1397570,45.73621368408203,5.67747688293457,7.6046489715576175,139757,0.1,9.845009803771973,False,nan
2025-08-20,1397570,42.333465576171875,5.050668716430664,8.602015686035159,139757,0.1,11.159361839294434,True,13.479757308959961
2025-08-21,1397570,39.38574981689453,3.839365005493164,6.409466552734379,139757,0.1,8.686908721923828,False,nan
2025-08-23,1397570,32.30438232421875,1.1637916564941406,2.2078788757324226,139757,0.1,4.874354839324951,False,nan
2025-08-24,1397570,36.127349853515625,3.9678497314453125,11.765673065185556,139757,0.1,15.316755294799805,False,nan
2025-08-25,1397570,33.27299499511719,2.3793907165527344,10.45576515197754,139758,0.10000071552766587,14.426641464233398,False,nan
2025-08-26,1397570,39.02672576904297,5.626827239990234,12.713058853149418,139757,0.1,16.28450584411621,False,nan
2025-08-29,1397570,37.82731628417969,6.528804779052734,18.446682739257813,139758,0.10000071552766587,20.368986129760742,False,nan
2025-08-30,1397570,40.78178405761719,4.862049102783203,8.440399169921875,139758,0.10000071552766587,11.05504035949707,False,nan
2025-08-31,1397570,32.150672912597656,1.1223602294921875,1.8742794036865238,139757,0.1,3.335528612136841,False,nan
2025-09-02,1397570,34.861473083496094,3.3160743713378906,7.450756072998047,139758,0.10000071552766587,11.191935539245605,False,nan
2025-09-04,1397570,31.91752052307129,1.1308212280273438,1.9514724731445323,139757,0.1,2.5422403812408447,False,nan
2025-09-07,1397570,38.2973747253418,4.2005615234375,7.168482589721686,139757,0.1,9.880595207214355,False,nan
2025-09-09,1397570,32.438629150390625,1.4715709686279297,2.782803344726563,139757,0.1,4.817685604095459,False,nan
2025-09-10,1397570,32.35132598876953,1.499969482421875,4.5980880737304695,139757,0.1,7.7170562744140625,False,nan
2025-09-11,1397570,32.401390075683594,1.346909523010254,2.3526466369628913,139757,0.1,3.642760753631592,False,nan
2025-09-12,1397570,44.11560821533203,5.085226058959961,7.918007278442383,139757,0.1,9.980864524841309,False,nan
2025-09-13,1397570,32.062110900878906,1.146139144897461,1.9855705261230483,139757,0.1,3.380941152572632,False,nan
2025-09-14,1397570,38.3602180480957,3.646028518676758,8.20655860900879,139758,0.10000071552766587,12.742969512939453,False,nan
2025-09-15,1397570,32.314117431640625,1.4070281982421875,3.4556316375732425,139757,0.1,5.933809757232666,False,nan
2025-09-16,1397570,32.00663757324219,1.3120346069335938,2.31370964050293,139757,0.1,3.765988826751709,False,nan
2025-09-18,1397570,31.99241065979004,1.2029647827148438,2.1055519104003917,139757,0.1,3.7583980560302734,False,nan
2025-09-20,1397570,31.988534927368164,1.0886898040771484,1.7918647766113285,139757,0.1,2.389188528060913,False,nan
2025-09-22,1397570,32.93817901611328,1.8815231323242188,10.393096160888675,139757,0.1,15.406294822692871,False,nan
2025-09-25,1397570,32.122764587402344,1.2892169952392578,2.7646530151367195,139757,0.1,7.3886566162109375,False,nan
2025-09-27,1397570,37.572139739990234,3.1413135528564453,6.031122207641603,139757,0.1,9.016481399536133,False,nan
2025-09-29,1397570,37.64634323120117,3.9451751708984375,6.816598892211916,139757,0.1,9.244145393371582,True,6.558460235595703
2025-10-01,1397570,32.44891357421875,1.3383007049560547,6.343645477294928,139757,0.1,16.589740753173828,False,nan
2025-10-02,1397570,31.864221572875977,1.0603599548339844,1.9567207336425785,139757,0.1,2.5873143672943115,False,nan
2025-10-03,1397570,36.35090637207031,5.564958572387695,12.169532394409186,139757,0.1,14.604942321777344,False,nan
2025-10-05,1397570,32.460044860839844,1.3360595703125,3.611084747314454,139757,0.1,8.059786796569824,False,nan
2025-10-06,1397570,36.45513916015625,4.002983093261719,7.945511245727539,139757,0.1,10.136908531188965,True,9.174818992614746
2025-10-07,1397570,33.202293395996094,1.8219070434570312,8.023110580444337,139757,0.1,11.186904907226562,False,nan
2025-10-09,1397570,35.75725555419922,3.830965042114258,6.869944000244143,139757,0.1,8.503216743469238,True,3.8761093616485596
2025-10-10,1397570,32.74549102783203,1.500814437866211,8.285035705566425,139757,0.1,13.277361869812012,False,nan
2025-10-11,1397570,32.251075744628906,1.3232765197753906,2.7928699493408207,139757,0.1,4.978522777557373,False,nan
2025-10-12,1397570,32.006534576416016,1.056325912475586,2.1080986022949233,139757,0.1,3.8067703247070312,False,nan
2025-10-14,1397570,31.954391479492188,1.031179428100586,2.0219463348388675,139757,0.1,2.901756763458252,False,nan
2025-10-22,1397570,31.473861694335938,2.311452865600586,3.9427219390869173,139757,0.1,5.654022693634033,False,nan
2025-10-24,1397570,32.03165817260742,1.0485954284667969,2.105892944335938,139757,0.1,3.172755002975464,False,nan
2025-10-25,1397570,32.023048400878906,1.0965156555175781,2.036244583129884,139757,0.1,3.2098875045776367,True,0.05968363955616951
2025-10-29,1397570,34.24842071533203,2.211568832397461,4.811808395385745,139757,0.1,6.503082275390625,True,6.5261430740356445
2025-10-30,1397570,33.24461364746094,2.056314468383789,4.188613510131839,139757,0.1,5.913006782531738,True,4.048703670501709
2025-10-31,1397570,38.816898345947266,3.14398193359375,5.447536849975586,139757,0.1,7.710587978363037,True,7.279839515686035
2025-11-01,1397570,35.82289123535156,2.4398250579833984,4.002917098999026,139757,0.1,5.072048664093018,False,nan
2025-11-02,1397570,37.02781677246094,3.570831298828125,6.724657821655276,139757,0.1,8.073325157165527,True,9.266534805297852
2025-11-03,1397570,33.454498291015625,2.4294614791870117,5.741722488403321,139757,0.1,8.498851776123047,True,2.447100877761841
2025-11-04,1397570,32.09723663330078,1.126443862915039,2.229196166992189,139757,0.1,4.401465892791748,False,nan
2025-11-05,1397570,34.60274124145508,2.1887683868408203,4.422821426391602,139757,0.1,6.5226216316223145,True,1.6667898893356323
2025-11-06,1397570,32.92061996459961,1.5631828308105469,5.373246383666993,139757,0.1,7.343801498413086,False,nan
2025-11-08,1397570,33.86201477050781,2.21807861328125,7.603081130981446,139757,0.1,9.253011703491211,False,nan
2025-11-09,1397570,32.033836364746094,0.8857269287109375,1.4439815521240238,139757,0.1,1.8767861127853394,False,nan
2025-11-10,1397570,32.66841125488281,1.1059761047363281,4.768182373046876,139757,0.1,7.473301887512207,False,nan
2025-11-11,1397570,32.07061004638672,0.8973350524902344,1.4817695617675781,139758,0.10000071552766587,1.961135745048523,False,nan
2025-11-13,1397570,32.005638122558594,0.8514862060546875,1.4332244873046882,139757,0.1,1.8536649942398071,False,nan
2025-11-14,1397570,32.33039855957031,1.0495071411132812,2.443593215942384,139757,0.1,4.671313762664795,False,nan
2025-11-15,1397570,31.790761947631836,1.0736579895019531,2.0507152557373054,139757,0.1,2.9749155044555664,True,0.5172147750854492
2025-11-16,1397570,31.905576705932617,0.8226795196533203,1.5377864837646484,139758,0.10000071552766587,1.9826034307479858,False,nan
2025-11-19,1397570,31.79874610900879,1.5330123901367188,2.951770782470705,139757,0.1,4.896548748016357,True,2.3167011737823486
2025-11-20,1397570,30.002750396728516,2.0956287384033203,3.639491271972659,139757,0.1,4.772599220275879,False,nan
2025-11-21,1397570,31.9033203125,1.2429065704345703,2.1527442932128906,139758,0.10000071552766587,3.2235524654388428,False,nan
2025-11-23,1397570,32.303428649902344,1.4310588836669922,2.7227905273437507,139757,0.1,4.082325458526611,False,nan
2025-11-25,1397570,32.08769226074219,0.9289112091064453,1.8825191497802738,139757,0.1,3.953296661376953,True,1.7295162677764893
2025-12-01,1397570,33.17369842529297,1.778482437133789,3.8668483734130863,139757,0.1,5.434944152832031,True,4.818957328796387
