landsat_date,landsat_satellite,outlier,era5_files,modis_files,viirs_files
2025-04-15,9,no,ERA5L_2025_04_15_Madurai.tif,MODIS_2025_04_15_Madurai.tif,viirs_raw_2025_04_15_4band.tif
2025-04-23,8,no,ERA5L_2025_04_23_Madurai.tif,MODIS_2025_04_23_Madurai.tif,viirs_raw_2025_04_23_4band.tif
2025-05-01,9,no,ERA5L_2025_05_01_Madurai.tif,,viirs_raw_2025_05_01_4band.tif
2025-05-09,8,no,ERA5L_2025_05_09_Madurai.tif,MODIS_2025_05_09_Madurai.tif,viirs_raw_2025_05_09_4band.tif
2025-05-25,8,no,ERA5L_2025_05_25_Madurai.tif,,viirs_raw_2025_05_25_4band.tif
2025-06-02,9,no,ERA5L_2025_06_02_Madurai.tif,MODIS_2025_06_02_Madurai.tif,viirs_raw_2025_06_02_4band.tif
2025-06-10,8,no,ERA5L_2025_06_10_Madurai.tif,,viirs_raw_2025_06_10_4band.tif
2025-06-18,9,no,ERA5L_2025_06_18_Madurai.tif,,viirs_raw_2025_06_18_4band.tif
2025-06-26,8,no,ERA5L_2025_06_26_Madurai.tif,,viirs_raw_2025_06_26_4band.tif
2025-07-04,9,no,ERA5L_2025_07_04_Madurai.tif,MODIS_2025_07_04_Madurai.tif,viirs_raw_2025_07_04_4band.tif
2025-07-12,8,no,ERA5L_2025_07_12_Madurai.tif,,viirs_raw_2025_07_12_4band.tif
2025-07-20,9,yes,ERA5L_2025_07_20_Madurai.tif,,viirs_raw_2025_07_20_4band.tif
2025-07-28,8,no,ERA5L_2025_07_28_Madurai.tif,,viirs_raw_2025_07_28_4band.tif
2025-08-05,9,no,ERA5L_2025_08_05_Madurai.tif,,viirs_raw_2025_08_05_4band.tif
2025-08-13,8,yes,ERA5L_2025_08_13_Madurai.tif,,viirs_raw_2025_08_13_4band.tif
2025-08-21,9,no,ERA5L_2025_08_21_Madurai.tif,MODIS_2025_08_21_Madurai.tif,viirs_raw_2025_08_21_4band.tif
2025-08-29,8,no,ERA5L_2025_08_29_Madurai.tif,,viirs_raw_2025_08_29_4band.tif
2025-09-06,9,no,ERA5L_2025_09_06_Madurai.tif,,viirs_raw_2025_09_06_4band.tif
2025-09-14,8,no,ERA5L_2025_09_14_Madurai.tif,MODIS_2025_09_14_Madurai.tif,viirs_raw_2025_09_14_4band.tif
2025-09-22,9,no,ERA5L_2025_09_22_Madurai.tif,,viirs_raw_2025_09_22_4band.tif
2025-09-30,8,yes,ERA5L_2025_09_30_Madurai.tif,,viirs_raw_2025_09_30_4band.tif
2025-10-08,9,no,ERA5L_2025_10_08_Madurai.tif,,viirs_raw_2025_10_08_4band.tif
2025-11-01,8,no,ERA5L_2025_11_01_Madurai.tif,MODIS_2025_11_01_Madurai.tif,viirs_raw_2025_11_01_4band.tif
2025-11-09,9,no,ERA5L_2025_11_09_Madurai.tif,,viirs_raw_2025_11_09_4band.tif
2025-11-25,9,no,ERA5L_2025_11_25_Madurai.tif,MODIS_2025_11_25_Madurai.tif,viirs_raw_2025_11_25_4band.tif
2025-12-11,9,no,ERA5L_2025_12_11_Madurai.tif,MODIS_2025_12_11_Madurai.tif,viirs_raw_2025_12_11_4band.tif
2025-12-19,8,no,ERA5L_2025_12_19_Madurai.tif,,viirs_raw_2025_12_19_4band.tif
