region_id,intervention,area_ha,hotspot_score_mean,mean_excess_heat_c,mean_night_cooling_c,cooling_deficit_c,cooling_leverage_factor,feasible_fraction,proxy_mean_cooling_c,proxy_max_cooling_c,proxy_hotspot_freq_reduction_pct,priority_score
33,cool_pavement,52.11,1.3316688537597656,3.3768229484558105,2.0798251628875732,4.869718074798584,5.869718074798584,1.0,1.03206205368042,1.1456246376037598,30.563108265784923,420.37837609246907
34,cool_roof,7.02,1.215211033821106,3.8005876541137695,4.163973331451416,2.785569906234741,3.785569906234741,1.0,1.3722727298736572,1.4246472120285034,36.10685648542547,44.31599654187895
34,urban_greening,7.02,1.215211033821106,3.8005876541137695,4.163973331451416,2.785569906234741,3.785569906234741,1.0,1.632777452468872,1.6967909336090088,42.961183929057604,52.72870207362523
34,cool_pavement,7.02,1.215211033821106,3.8005876541137695,4.163973331451416,2.785569906234741,3.785569906234741,1.0,1.0117676258087158,1.0525033473968506,26.621346957057415,32.67389173481006
35,cool_roof,6.4799999999999995,1.702353596687317,4.410632133483887,5.894571304321289,1.054971694946289,2.054971694946289,1.0,1.4814186096191406,1.5863548517227173,33.587444266157654,33.582143940893175
35,urban_greening,6.4799999999999995,1.702353596687317,4.410632133483887,5.894571304321289,1.054971694946289,2.054971694946289,1.0,1.7661783695220947,1.894433617591858,40.043656239520004,40.03733708045669
35,cool_pavement,6.4799999999999995,1.702353596687317,4.410632133483887,5.894571304321289,1.054971694946289,2.054971694946289,1.0,1.0966590642929077,1.1782759428024292,24.863988451167305,24.86006474607325
36,cool_roof,29.16,2.185239553451538,5.272182464599609,6.692728519439697,0.4086611270904541,1.408661127090454,1.0,1.5896109342575073,2.0455644130706787,30.150908943896514,142.68684787839143
36,urban_greening,29.16,2.185239553451538,5.272182464599609,6.692728519439697,0.4086611270904541,1.408661127090454,1.0,1.8984135389328003,2.4556899070739746,36.008115266871236,170.40562442187033
36,cool_pavement,29.16,2.185239553451538,5.272182464599609,6.692728519439697,0.4086611270904541,1.408661127090454,1.0,1.1808085441589355,1.5354390144348145,22.396958984017463,105.99187856782646
37,cool_roof,8.549999999999999,2.048335075378418,4.707461833953857,6.056059837341309,0.89348304271698,1.89348304271698,1.0,1.5589371919631958,1.809525489807129,33.116300183655966,51.696025504685714
37,urban_greening,8.549999999999999,2.048335075378418,4.707461833953857,6.056059837341309,0.89348304271698,1.89348304271698,1.0,1.860923171043396,2.1671977043151855,39.531349093921015,61.71020372627764
37,cool_pavement,8.549999999999999,2.048335075378418,4.707461833953857,6.056059837341309,0.89348304271698,1.89348304271698,1.0,1.1569511890411377,1.3518531322479248,24.576963762006745,38.365739482440375
38,cool_roof,2.4299999999999997,1.3253343105316162,3.962723731994629,4.417276382446289,2.532266855239868,3.532266855239868,1.0,1.3969461917877197,1.4333219528198242,35.25217214889138,15.891500250137343
38,urban_greening,2.4299999999999997,1.3253343105316162,3.962723731994629,4.417276382446289,2.532266855239868,3.532266855239868,1.0,1.6629341840744019,1.7073935270309448,41.964423879667414,18.91734925620963
38,cool_pavement,2.4299999999999997,1.3253343105316162,3.962723731994629,4.417276382446289,2.532266855239868,3.532266855239868,1.0,1.0309581756591797,1.0592504739761353,26.01640299411559,11.728062399742472
39,cool_roof,7.92,1.9756240844726562,5.212583541870117,6.408413887023926,0.541129469871521,1.541129469871521,1.0,1.542646050453186,1.6370141506195068,29.594653746301997,37.19931222614067
39,urban_greening,7.92,1.9756240844726562,5.212583541870117,6.408413887023926,0.541129469871521,1.541129469871521,1.0,1.8410117626190186,1.956350564956665,35.318604446932646,44.3940924423614
39,cool_pavement,7.92,1.9756240844726562,5.212583541870117,6.408413887023926,0.541129469871521,1.541129469871521,1.0,1.144280195236206,1.2176775932312012,21.95226582067734,27.59313210199839
40,cool_roof,15.12,1.5755178928375244,4.184284210205078,6.824215888977051,0.13557441532611847,1.1355744153261185,1.0,1.4530006647109985,1.5858864784240723,34.725190539573425,39.30579123159142
40,urban_greening,15.12,1.5755178928375244,4.184284210205078,6.824215888977051,0.13557441532611847,1.1355744153261185,1.0,1.731445074081421,1.8938610553741455,41.37971961509183,46.838119392290814
40,cool_pavement,15.12,1.5755178928375244,4.184284210205078,6.824215888977051,0.13557441532611847,1.1355744153261185,1.0,1.0745561122894287,1.177911639213562,25.680763024382685,29.068313072437288
